id_carte,id_compte,numero_carte,type_carte,date_expiration,statut,contactless,plafond_paiement,paiement_international,created_at
425,425,373620501508125,visa,,bloquee,true,50000,false,2018-07-31
426,426,30395003342340,visa,,active,false,20000,false,2017-05-03
427,427,4832302410261537,electron,,active,true,50000,true,2024-06-02
428,428,30355289611222,platinum,,bloquee,false,50000,false,2018-06-15
429,429,4865596309932,mastercard,,active,false,5000,true,2018-12-26
430,430,180025304289738,visa,,bloquee,true,50000,true,2023-07-17
431,431,2591286857872556,visa,,active,false,5000,true,2024-03-24
432,432,3577496903337365,visa,,active,false,5000,true,2020-02-13
433,433,4692548121478539078,platinum,,active,false,50000,false,2018-08-10
434,434,3567766575460279,platinum,,expiree,false,50000,true,2019-03-05
435,435,4514888143111508355,platinum,,expiree,false,10000,true,2018-05-11
436,436,4444392840445669,mastercard,,bloquee,false,50000,true,2015-07-18
437,437,3578263337389878,visa,,expiree,true,10000,false,2024-05-22
438,438,30515366377803,gold,,expiree,true,50000,false,2019-12-21
439,439,4407553666845903,platinum,,expiree,false,50000,false,2016-03-25
440,440,503825999967,mastercard,,expiree,true,20000,true,2020-04-10
441,441,4186371597413,visa,,expiree,true,50000,false,2017-06-14
442,442,2702097023164331,electron,,active,true,20000,true,2023-08-28
443,443,4705802566212865,mastercard,,active,true,5000,true,2015-07-07
444,444,3563234672994934,visa,,expiree,true,20000,true,2020-02-21
445,445,3543027169385979,electron,,bloquee,false,20000,false,2023-06-13
446,446,30014754692635,platinum,,expiree,false,20000,false,2021-02-06
447,447,3576291603248413,visa,,expiree,true,5000,true,2016-03-06
448,448,3576815118567246,gold,,expiree,false,50000,false,2023-06-07
449,449,213170176563603,electron,,expiree,false,50000,false,2016-06-01
450,450,4257771183727422092,electron,,expiree,false,50000,false,2023-09-02
451,451,4186210427523082,visa,,bloquee,true,50000,false,2025-02-13
452,452,30081647090061,gold,,expiree,true,20000,false,2016-03-20
453,453,4533106005313,visa,,active,false,10000,false,2017-11-04
454,454,2223068155839388,electron,,expiree,true,50000,true,2020-06-21
455,455,6011331552065065,visa,,expiree,false,20000,false,2019-07-12
456,456,30314950136498,platinum,,active,false,50000,true,2024-10-18
457,457,2709241956252571,visa,,expiree,false,10000,false,2022-05-21
458,458,349976838903095,mastercard,,bloquee,true,5000,false,2019-02-22
459,459,2263639102574327,platinum,,bloquee,true,10000,false,2024-03-12
460,460,4397524508641,electron,,active,true,10000,false,2022-12-20
461,461,565533803393,gold,,expiree,true,50000,false,2020-05-12
462,462,6527017130232122,mastercard,,active,false,20000,false,2022-08-07
463,463,213138167423368,platinum,,bloquee,false,20000,false,2024-12-23
464,464,3544973471566278,gold,,active,false,20000,false,2016-04-30
465,465,6527066149828248,electron,,expiree,true,20000,false,2016-12-28
466,466,30474689715275,visa,,bloquee,true,50000,true,2018-11-03
467,467,4008576665674910,platinum,,active,false,20000,false,2018-11-23
468,468,502069236458,electron,,active,false,50000,false,2016-09-07
469,469,3550663370502497,visa,,expiree,true,10000,true,2019-05-21
470,470,4439920116691835,visa,,expiree,false,50000,true,2024-09-10
471,471,6011644886946119,platinum,,expiree,false,10000,false,2017-12-19
472,472,3524364027011684,visa,,active,true,5000,true,2022-04-03
473,473,4622522372817935,platinum,,bloquee,true,5000,true,2023-04-19
474,474,4234679121419,visa,,bloquee,true,50000,false,2015-11-10
475,475,2251509377100401,electron,,expiree,false,10000,false,2020-03-16
476,476,3513806984775969,gold,,bloquee,false,50000,true,2020-02-11
477,477,375356690551075,mastercard,,active,true,5000,true,2023-01-11
478,478,3520918435797863,electron,,bloquee,false,20000,false,2019-04-11
479,479,4505057397691,visa,,active,true,5000,true,2018-09-02
480,480,2286716493289807,mastercard,,expiree,false,5000,true,2017-04-04
481,481,30148727178338,visa,,active,false,20000,false,2019-02-16
482,482,4160256434712879,electron,,expiree,false,10000,false,2017-11-02
483,483,3539915668633418,platinum,,bloquee,false,5000,false,2017-09-21
484,484,5415931952569048,visa,,expiree,true,5000,false,2016-04-26
485,485,3566552899316087,electron,,expiree,false,10000,false,2020-07-15
486,486,30524377294205,electron,,bloquee,false,10000,true,2024-12-26
487,487,378149737460526,visa,,active,false,5000,true,2022-10-10
488,488,3530276420865676,electron,,active,true,50000,true,2023-04-12
489,489,6518443861259046,mastercard,,active,true,10000,false,2020-06-23
490,490,4927742333059128,gold,,bloquee,true,20000,false,2022-02-25
491,491,6011015720185968,mastercard,,expiree,true,5000,false,2023-10-26
492,492,4301367492617643,mastercard,,expiree,false,50000,false,2023-09-15
493,493,4501111783099972,platinum,,active,true,20000,true,2016-09-02
494,494,3592676492151829,platinum,,bloquee,false,5000,true,2015-12-25
495,495,3568887189813122,visa,,expiree,false,50000,false,2020-10-14
496,496,3508751029321840,visa,,bloquee,false,10000,true,2019-07-25
497,497,502018458260,electron,,active,false,5000,true,2016-11-09
498,498,564084872972,mastercard,,expiree,false,5000,true,2025-02-02
499,499,379883103032431,mastercard,,expiree,false,50000,false,2015-08-28
500,500,3595429618446260,electron,,active,false,20000,true,2019-11-21

