id_employe,nom,prenom,poste,departement,telephone,email,adresse,date_embauche,salaire_mensuel
210,chouaib,mouna,charg de clientle,relations clients,663719991,mounachouaibbanquema,270 rue elalami tabriquet tanger maroc,2020-09-11,6712.5
211,moutawakil,salma,directeur,risques,612116951,salmamoutawakilbanquema,214 rue fadili belvdre agadir maroc,2017-03-01,19230.03
212,fadili,ayoub,charg de clientle,relations clients,645879550,ayoubfadilibanquema,224 rue bensaid sidi moumen casablanca maroc,2014-01-29,20457.79
213,chakiri,rim,analyste,conformit,637677056,rimchakiribanquema,171 rue tahiri maarif fes maroc,2021-12-13,26166.72
214,jebari,malak,charg de clientle,it,630556385,malakjebaribanquema,55 rue bennis agdal ttouan maroc,2013-06-03,25346.3
215,moutawakil,nadia,directeur,conformit,677284894,nadiamoutawakilbanquema,79 rue naciri mabella kenitra maroc,2011-06-23,5106.92
216,amrani,houda,conseiller,conformit,643004158,houdaamranibanquema,112 rue elidrissi mabella tanger maroc,2018-04-09,16925.31
217,bakkali,salma,analyste,risques,631302349,salmabakkalibanquema,46 rue alaoui gueliz temara maroc,2015-05-10,14836.41
218,touil,othmane,directeur,finances,678719275,othmanetouilbanquema,245 rue baroudi oasis tanger maroc,2013-12-07,23458.1
219,elkhatib,bouchra,directeur,agence,674491302,bouchraelkhatibbanquema,12 rue zerouali sidi moumen temara maroc,2025-04-21,21323.9
220,fadili,rayan,analyste,finances,671214669,rayanfadilibanquema,259 rue amrani agdal ttouan maroc,2023-08-21,13628.46
221,chakiri,rayan,gestionnaire,risques,651180542,rayanchakiribanquema,50 rue naciri belvdre agadir maroc,2023-10-04,12815.38
222,hariri,rachid,guichetier,it,682678586,rachidhariribanquema,142 rue bennis bourgogne oujda maroc,2022-09-11,23742.72
223,chraibi,mouna,analyste,finances,686553029,mounachraibibanquema,173 rue hariri tabriquet temara maroc,2016-06-05,15439.34
224,rguig,houda,analyste,agence,614925845,houdarguigbanquema,164 rue ouzzani tabriquet oujda maroc,2017-10-02,13402.76
225,jebari,malak,guichetier,relations clients,651059566,malakjebaribanquema,108 rue baroudi tachfine agadir maroc,2014-08-29,17963.13
226,hariri,rim,guichetier,risques,685655486,rimhariribanquema,211 rue naciri mdina rabat maroc,2019-03-22,22874.02
227,zerouali,ikram,charg de clientle,risques,664346815,ikramzeroualibanquema,28 rue bensaid tabriquet agadir maroc,2023-04-20,11759.91
228,fassi,houda,conseiller,conformit,626775788,houdafassibanquema,238 rue chouaib mdina marrakech maroc,2025-04-19,5241.21
229,fassi,yassine,directeur,it,640697766,yassinefassibanquema,233 rue sekkat yacoub el mansour agadir maroc,2024-04-27,28984.47
230,maaroufi,youssef,guichetier,finances,627916976,youssefmaaroufibanquema,275 rue bensaid mabella agadir maroc,2014-06-03,28507.19
231,chouaib,zakaria,directeur,finances,639964212,zakariachouaibbanquema,131 rue fassi oasis tanger maroc,2016-01-17,20852.1
232,tahiri,rim,charg de clientle,finances,654130655,rimtahiribanquema,202 rue elidrissi agdal agadir maroc,2025-02-16,16157.42
233,bennis,salma,directeur,finances,659220130,salmabennisbanquema,75 rue elidrissi hay riad fes maroc,2012-11-17,18369.88
234,zerouali,ikram,directeur,it,675471290,ikramzeroualibanquema,155 rue zerouali yacoub el mansour tanger maroc,2017-06-17,6540.75
235,rguig,ayoub,charg de clientle,conformit,645231001,ayoubrguigbanquema,272 rue chraibi gueliz casablanca maroc,2019-04-27,7056.5
236,touil,nadia,charg de clientle,finances,697939599,nadiatouilbanquema,110 rue tahiri hay riad fes maroc,2011-05-02,15545.03
237,jebari,fatima,analyste,conformit,689578096,fatimajebaribanquema,129 rue elalami agdal kenitra maroc,2017-03-16,22624.25
238,boukhriss,rim,gestionnaire,finances,626708168,rimboukhrissbanquema,126 rue jebari yacoub el mansour ttouan maroc,2024-12-20,22554.76
239,ouzzani,yassine,directeur,conformit,648037456,yassineouzzanibanquema,111 rue bensaid ain sebaa casablanca maroc,2014-12-13,23931.16
240,bennani,siham,conseiller,agence,662117276,sihambennanibanquema,98 rue bennis maarif kenitra maroc,2019-08-03,6023.66
241,moutawakil,malak,analyste,conformit,624074092,malakmoutawakilbanquema,21 rue chraibi tachfine casablanca maroc,2017-09-17,4916.91
242,elalami,reda,analyste,it,614488719,redaelalamibanquema,139 rue ouzzani tabriquet ttouan maroc,2010-12-19,15244.38
243,bennis,imane,analyste,conformit,623135458,imanebennisbanquema,161 rue hariri mdina temara maroc,2022-12-26,8058.49
244,tahiri,abdelhak,gestionnaire,relations clients,683776431,abdelhaktahiribanquema,122 rue hariri tabriquet ttouan maroc,2017-08-10,15574.41
245,hariri,mouna,directeur,conformit,642232757,mounahariribanquema,220 rue bensaid hay riad tanger maroc,2017-12-03,24685.17
246,lahlou,ilham,analyste,risques,617756834,ilhamlahloubanquema,24 rue bensaid oasis ttouan maroc,2013-08-07,7453.82
247,elidrissi,ibrahim,directeur,agence,640935029,ibrahimelidrissibanquema,44 rue touil tabriquet agadir maroc,2020-04-24,23585.32
248,bennis,mohamed,analyste,finances,691013957,mohamedbennisbanquema,98 rue bennani belvdre rabat maroc,2019-08-17,8289.18
249,baroudi,karim,directeur,relations clients,640201129,karimbaroudibanquema,222 rue elalami hay riad ttouan maroc,2014-01-12,22518.95
250,tahiri,rayan,gestionnaire,agence,645974394,rayantahiribanquema,33 rue lahlou yacoub el mansour oujda maroc,2022-07-07,9096.45
251,chraibi,mohamed,directeur,conformit,640645572,mohamedchraibibanquema,234 rue hariri bourgogne casablanca maroc,2014-07-31,15360.78
252,moutawakil,hiba,directeur,risques,633368149,hibamoutawakilbanquema,13 rue elmansouri oasis fes maroc,2015-05-27,28663.17
253,hariri,nadia,directeur,conformit,689362602,nadiahariribanquema,242 rue naciri bourgogne marrakech maroc,2019-07-11,24238.5
254,amrani,laila,gestionnaire,agence,667601447,lailaamranibanquema,268 rue elalami sidi marouf temara maroc,2018-11-13,6299.98
255,chakiri,omar,charg de clientle,conformit,645413896,omarchakiribanquema,86 rue amrani tabriquet marrakech maroc,2013-08-17,8326.17
256,sekkat,saad,charg de clientle,it,675663590,saadsekkatbanquema,56 rue ouzzani agdal oujda maroc,2019-08-12,18757.83
257,chakiri,yassine,analyste,finances,652744749,yassinechakiribanquema,157 rue elalami sidi marouf ttouan maroc,2015-06-21,20358.6
258,boukhriss,samira,charg de clientle,finances,660302748,samiraboukhrissbanquema,110 rue zahiri mabella tanger maroc,2013-04-25,11284.26
259,alaoui,youssef,charg de clientle,conformit,681447247,youssefalaouibanquema,50 rue naciri ain sebaa rabat maroc,2015-09-18,12907.83
260,touil,samira,guichetier,agence,655382694,samiratouilbanquema,262 rue elkhatib hay riad kenitra maroc,2023-12-02,9358.02
261,zerouali,adil,gestionnaire,finances,667557861,adilzeroualibanquema,111 rue chouaib mabella rabat maroc,2014-03-07,24288.4
262,elidrissi,tarik,guichetier,agence,628062900,tarikelidrissibanquema,134 rue elalami agdal kenitra maroc,2016-10-24,28599.08
263,boukhriss,ilham,conseiller,agence,645831162,ilhamboukhrissbanquema,125 rue bakkali hay riad marrakech maroc,2023-11-17,6893.59
264,chouaib,saad,conseiller,it,636252326,saadchouaibbanquema,200 rue elkhatib hay riad temara maroc,2021-01-12,16523.77
265,chraibi,ayoub,conseiller,relations clients,686908094,ayoubchraibibanquema,248 rue bennani yacoub el mansour agadir maroc,2024-10-05,21196.41
266,bensaid,abdelaziz,analyste,risques,672415552,abdelazizbensaidbanquema,122 rue chraibi ain sebaa rabat maroc,2015-05-17,23252.03
267,moutawakil,mohamed,charg de clientle,relations clients,618815479,mohamedmoutawakilbanquema,248 rue lahlou oasis kenitra maroc,2017-03-18,8824.09
268,fassi,rim,gestionnaire,relations clients,680270040,rimfassibanquema,145 rue elidrissi maarif fes maroc,2012-08-25,18583.77
269,hariri,karim,guichetier,agence,687081624,karimhariribanquema,200 rue zerouali ain sebaa rabat maroc,2019-06-30,9880.89
270,zerouali,saad,analyste,finances,654091392,saadzeroualibanquema,153 rue baroudi sidi marouf oujda maroc,2011-02-10,19983.72
271,chouaib,karim,directeur,conformit,614966723,karimchouaibbanquema,43 rue elalami sidi moumen rabat maroc,2015-12-07,27561.39
272,chraibi,mehdi,gestionnaire,agence,643577603,mehdichraibibanquema,11 rue elalami tachfine ttouan maroc,2015-12-27,29096.66
273,tahiri,rim,charg de clientle,agence,655136492,rimtahiribanquema,153 rue chakiri hay riad casablanca maroc,2011-03-17,22334.36
274,bennis,bouchra,gestionnaire,it,660165713,bouchrabennisbanquema,283 rue amrani agdal casablanca maroc,2017-11-19,6595.87
275,elalami,adil,analyste,finances,611446148,adilelalamibanquema,201 rue chouaib sidi moumen fes maroc,2024-03-11,8553.94
276,bakkali,mouna,charg de clientle,risques,663415051,mounabakkalibanquema,128 rue baroudi sidi moumen rabat maroc,2017-11-11,24304.93
277,bakkali,saad,conseiller,relations clients,633385052,saadbakkalibanquema,2 rue chakiri tabriquet oujda maroc,2015-01-05,18856.06
278,alaoui,fatima,directeur,it,659236216,fatimaalaouibanquema,262 rue chouaib mabella temara maroc,2022-04-17,4272.08
279,sekkat,othmane,gestionnaire,finances,640976164,othmanesekkatbanquema,189 rue elidrissi hay riad marrakech maroc,2011-02-27,8995.23
280,zerouali,malak,guichetier,finances,670214706,malakzeroualibanquema,210 rue moutawakil maarif rabat maroc,2016-12-30,26133.36
281,bensaid,karim,guichetier,conformit,687028916,karimbensaidbanquema,130 rue elalami bourgogne tanger maroc,2016-06-06,22356.48
282,fassi,fatima,conseiller,risques,616319628,fatimafassibanquema,42 rue jebari mabella fes maroc,2017-12-10,27682.94
283,maaroufi,nour,charg de clientle,it,678884191,nourmaaroufibanquema,170 rue moutawakil sidi moumen rabat maroc,2020-11-06,22369.88
284,ouzzani,ikram,analyste,agence,690919608,ikramouzzanibanquema,113 rue bakkali bourgogne casablanca maroc,2016-01-06,16812.33
285,bensaid,khadija,directeur,relations clients,614383327,khadijabensaidbanquema,14 rue touil mabella kenitra maroc,2016-04-19,17008.24
286,alaoui,amina,charg de clientle,relations clients,644044219,aminaalaouibanquema,38 rue chakiri belvdre ttouan maroc,2011-09-01,4125.13
287,amrani,ayoub,charg de clientle,it,695173551,ayoubamranibanquema,119 rue chraibi ain sebaa agadir maroc,2016-07-02,19355.51
288,touil,mouna,gestionnaire,relations clients,625475748,mounatouilbanquema,287 rue boukhriss oasis kenitra maroc,2017-01-22,23863.06
289,elalami,reda,conseiller,relations clients,618139099,redaelalamibanquema,224 rue sekkat sidi marouf kenitra maroc,2013-01-06,11275.2
290,jebari,salma,charg de clientle,risques,695231261,salmajebaribanquema,233 rue hariri tabriquet ttouan maroc,2013-10-22,25911.72
291,baroudi,anass,directeur,it,633762856,anassbaroudibanquema,117 rue maaroufi maarif marrakech maroc,2019-11-29,24572.37
292,tahiri,bouchra,directeur,agence,645437132,bouchratahiribanquema,256 rue fadili bourgogne tanger maroc,2013-05-31,24266.52
293,jebari,adil,gestionnaire,finances,615796754,adiljebaribanquema,274 rue sekkat bourgogne agadir maroc,2022-09-17,22223.65
294,chouaib,ibrahim,conseiller,finances,661944504,ibrahimchouaibbanquema,48 rue moutawakil ain sebaa rabat maroc,2024-05-02,25973.26
295,zahiri,anass,gestionnaire,conformit,658302092,anasszahiribanquema,299 rue fadili yacoub el mansour casablanca maroc,2010-06-21,27134.05
296,naciri,anass,conseiller,relations clients,624428751,anassnaciribanquema,61 rue fassi sidi marouf oujda maroc,2020-05-30,28787.44
297,ouzzani,anass,charg de clientle,conformit,648913746,anassouzzanibanquema,231 rue moutawakil belvdre oujda maroc,2010-11-19,13128.43
298,bakkali,reda,guichetier,risques,671192114,redabakkalibanquema,290 rue naciri ain sebaa fes maroc,2019-07-04,14072.43
299,ouzzani,ibrahim,guichetier,it,613319085,ibrahimouzzanibanquema,173 rue boukhriss ain sebaa agadir maroc,2015-12-23,4270.83
300,elmansouri,zineb,conseiller,relations clients,665950318,zinebelmansouribanquema,179 rue tahiri ain sebaa oujda maroc,2023-05-01,13852.86
301,ouzzani,othmane,gestionnaire,risques,639324408,othmaneouzzanibanquema,209 rue amrani bourgogne fes maroc,2015-10-29,28218.69
302,naciri,hiba,analyste,relations clients,669150727,hibanaciribanquema,227 rue fadili maarif kenitra maroc,2012-02-16,19499.73
303,chouaib,hassan,guichetier,relations clients,664528354,hassanchouaibbanquema,290 rue fadili sidi moumen marrakech maroc,2011-01-11,9793.35
304,chouaib,ikram,conseiller,agence,699936608,ikramchouaibbanquema,228 rue amrani bourgogne fes maroc,2018-09-12,28605.16
305,chraibi,mouna,analyste,risques,690137906,mounachraibibanquema,67 rue elidrissi agdal tanger maroc,2021-01-02,8873.22
306,naciri,hassan,guichetier,risques,637073895,hassannaciribanquema,86 rue jebari ain sebaa oujda maroc,2022-03-18,9007.4
307,chraibi,mouna,gestionnaire,risques,692783158,mounachraibibanquema,74 rue touil tabriquet casablanca maroc,2015-07-28,10558.01
308,elalami,fatima,gestionnaire,finances,660713614,fatimaelalamibanquema,15 rue zerouali sidi marouf oujda maroc,2022-09-25,22400.67
309,hariri,mohamed,guichetier,finances,627517392,mohamedhariribanquema,177 rue baroudi sidi moumen oujda maroc,2010-10-10,15378.8
310,fadili,ayoub,conseiller,risques,651006277,ayoubfadilibanquema,72 rue bennis tabriquet tanger maroc,2021-08-20,17152.06
311,maaroufi,anass,directeur,it,645554422,anassmaaroufibanquema,196 rue sekkat maarif casablanca maroc,2020-07-06,27030.31
312,elidrissi,yassine,guichetier,agence,655720290,yassineelidrissibanquema,246 rue chraibi ain sebaa agadir maroc,2012-01-14,7027.65
313,ouzzani,ilham,directeur,risques,656984688,ilhamouzzanibanquema,86 rue moutawakil belvdre casablanca maroc,2014-04-12,17764.59
314,elkhatib,salma,guichetier,finances,650625464,salmaelkhatibbanquema,211 rue chraibi yacoub el mansour marrakech maroc,2012-01-01,12658.55
315,elkhatib,anass,charg de clientle,relations clients,681139955,anasselkhatibbanquema,218 rue elidrissi sidi marouf temara maroc,2011-09-21,18153.27
316,elkhatib,imane,guichetier,agence,626420638,imaneelkhatibbanquema,67 rue zahiri hay riad casablanca maroc,2012-01-04,27843.38
317,bennani,khadija,analyste,risques,663859392,khadijabennanibanquema,167 rue elidrissi mabella ttouan maroc,2018-03-06,28736.93
318,chraibi,rayan,analyste,risques,680394979,rayanchraibibanquema,242 rue ouzzani ain sebaa fes maroc,2023-07-22,27911.82
319,elmansouri,rim,directeur,it,631140021,rimelmansouribanquema,40 rue boukhriss sidi marouf marrakech maroc,2018-12-09,13419.62
320,rguig,imane,gestionnaire,relations clients,699460547,imanerguigbanquema,58 rue bensaid sidi marouf ttouan maroc,2016-11-26,12052.45
321,fassi,abdelaziz,gestionnaire,it,634528463,abdelazizfassibanquema,100 rue chraibi hay riad casablanca maroc,2011-12-01,17170.52
322,bensaid,mohamed,guichetier,it,615546876,mohamedbensaidbanquema,41 rue lahlou mdina casablanca maroc,2020-07-12,16679.37
323,bakkali,khadija,charg de clientle,conformit,631368924,khadijabakkalibanquema,76 rue hariri maarif fes maroc,2021-12-26,21058.17
324,elkhatib,khadija,conseiller,relations clients,646452326,khadijaelkhatibbanquema,153 rue moutawakil mdina kenitra maroc,2010-08-18,11161.1
325,bensaid,malak,analyste,relations clients,646112640,malakbensaidbanquema,35 rue bennani tachfine fes maroc,2012-09-22,7421.81
326,chouaib,salma,analyste,conformit,632966973,salmachouaibbanquema,51 rue moutawakil tabriquet casablanca maroc,2015-11-23,21694.19
327,chouaib,zineb,conseiller,relations clients,663451271,zinebchouaibbanquema,27 rue maaroufi gueliz agadir maroc,2024-01-03,17898.4
328,chraibi,yassine,guichetier,agence,635318739,yassinechraibibanquema,278 rue alaoui mabella agadir maroc,2015-04-28,18894.49
329,moutawakil,zakaria,guichetier,relations clients,684543280,zakariamoutawakilbanquema,122 rue lahlou gueliz kenitra maroc,2022-04-14,17907.63
330,baroudi,mohamed,directeur,relations clients,644845033,mohamedbaroudibanquema,46 rue sekkat maarif oujda maroc,2017-11-17,29423.4
331,chakiri,mehdi,charg de clientle,conformit,645955734,mehdichakiribanquema,249 rue amrani oasis fes maroc,2021-11-27,17819.65
332,elmansouri,rachid,directeur,agence,622838433,rachidelmansouribanquema,236 rue elkhatib tachfine ttouan maroc,2016-12-03,22781.54
333,ouzzani,abdelaziz,conseiller,it,627748209,abdelazizouzzanibanquema,248 rue hariri sidi moumen kenitra maroc,2011-03-23,7357.29
334,amrani,rayan,guichetier,it,685477483,rayanamranibanquema,62 rue sekkat maarif fes maroc,2021-12-27,22819.39
335,moutawakil,omar,conseiller,finances,670393048,omarmoutawakilbanquema,77 rue ouzzani hay riad marrakech maroc,2022-04-05,18959.08
336,sekkat,nour,gestionnaire,agence,631679563,noursekkatbanquema,175 rue elmansouri sidi moumen kenitra maroc,2013-04-26,12935.45
337,baroudi,abdelhak,guichetier,it,667627228,abdelhakbaroudibanquema,64 rue amrani tabriquet tanger maroc,2013-03-02,20794.04
338,amrani,soukaina,directeur,relations clients,672632102,soukainaamranibanquema,10 rue fadili gueliz ttouan maroc,2021-02-01,11870.3
339,sekkat,siham,analyste,risques,685334855,sihamsekkatbanquema,94 rue jebari bourgogne agadir maroc,2010-09-16,19153.42
340,zahiri,samira,guichetier,conformit,683204174,samirazahiribanquema,41 rue elmansouri mdina fes maroc,2017-03-19,5822.34
341,jebari,rayan,analyste,conformit,696672985,rayanjebaribanquema,231 rue maaroufi mabella kenitra maroc,2022-07-03,24524.5
342,bensaid,saad,guichetier,conformit,651032588,saadbensaidbanquema,98 rue baroudi belvdre agadir maroc,2020-11-13,26966.89
343,sekkat,karim,guichetier,it,676492451,karimsekkatbanquema,237 rue elmansouri bourgogne ttouan maroc,2016-08-12,29336.64
344,elalami,abdelhak,charg de clientle,finances,664505900,abdelhakelalamibanquema,173 rue fadili agdal kenitra maroc,2014-04-13,9792.81
345,elmansouri,hassan,directeur,it,640386144,hassanelmansouribanquema,293 rue bennani sidi moumen fes maroc,2015-09-01,20829.13
346,baroudi,soukaina,conseiller,conformit,666205240,soukainabaroudibanquema,242 rue ouzzani belvdre fes maroc,2024-03-19,4794.85
347,bennani,rayan,analyste,risques,657558261,rayanbennanibanquema,34 rue rguig maarif agadir maroc,2014-11-12,16424.94
348,chakiri,soukaina,guichetier,finances,628578556,soukainachakiribanquema,196 rue lahlou oasis fes maroc,2022-03-11,10804.18
349,chakiri,hassan,conseiller,conformit,689917633,hassanchakiribanquema,119 rue bennani oasis marrakech maroc,2011-09-20,28894.09
350,alaoui,amina,guichetier,agence,672647598,aminaalaouibanquema,171 rue chakiri tachfine rabat maroc,2021-12-01,28549.79
351,fassi,reda,conseiller,finances,651706698,redafassibanquema,94 rue elalami sidi marouf fes maroc,2013-04-26,16774.9
352,sekkat,yassine,charg de clientle,agence,611546923,yassinesekkatbanquema,7 rue fadili sidi moumen oujda maroc,2010-04-26,17564.29
353,chakiri,malak,charg de clientle,finances,680798264,malakchakiribanquema,169 rue bennis hay riad marrakech maroc,2011-09-17,15657.75
354,jebari,saad,charg de clientle,finances,642528619,saadjebaribanquema,276 rue baroudi sidi moumen fes maroc,2021-08-25,20027.88
355,hariri,nadia,directeur,risques,621062221,nadiahariribanquema,245 rue naciri tabriquet kenitra maroc,2012-08-09,26439.16
356,elkhatib,saad,analyste,conformit,650425690,saadelkhatibbanquema,84 rue tahiri oasis fes maroc,2013-05-28,24263.68
357,elalami,salma,gestionnaire,agence,691217011,salmaelalamibanquema,104 rue chakiri maarif casablanca maroc,2017-10-02,18940.88
358,lahlou,amina,charg de clientle,finances,619066901,aminalahloubanquema,233 rue rguig belvdre oujda maroc,2015-08-23,11828.76
359,chouaib,zakaria,charg de clientle,agence,644870786,zakariachouaibbanquema,167 rue bakkali hay riad kenitra maroc,2023-08-29,22574.36
360,jebari,imane,gestionnaire,risques,676130324,imanejebaribanquema,206 rue bennis agdal marrakech maroc,2023-10-24,22827.08
361,tahiri,amina,gestionnaire,risques,645921960,aminatahiribanquema,187 rue naciri yacoub el mansour oujda maroc,2019-12-07,20171.29
362,jebari,mehdi,guichetier,conformit,652877828,mehdijebaribanquema,10 rue boukhriss oasis ttouan maroc,2016-05-20,24224.69
363,ouzzani,imane,charg de clientle,risques,684884890,imaneouzzanibanquema,263 rue bensaid gueliz tanger maroc,2025-02-19,12693.72
364,touil,mouna,analyste,risques,612643259,mounatouilbanquema,114 rue maaroufi agdal temara maroc,2011-04-26,11208.09
365,maaroufi,ibrahim,conseiller,risques,651637850,ibrahimmaaroufibanquema,118 rue rguig gueliz casablanca maroc,2010-06-26,7965.7
366,chraibi,anass,guichetier,conformit,660238796,anasschraibibanquema,292 rue elidrissi maarif agadir maroc,2012-12-28,25292.23
367,zahiri,amina,conseiller,relations clients,653512939,aminazahiribanquema,178 rue bennani hay riad marrakech maroc,2024-12-07,5253.14
368,maaroufi,omar,directeur,finances,622049318,omarmaaroufibanquema,15 rue bensaid agdal tanger maroc,2017-05-30,12430.92
369,sekkat,rim,directeur,risques,617023244,rimsekkatbanquema,137 rue baroudi tabriquet casablanca maroc,2023-03-24,7960.13
370,baroudi,karim,gestionnaire,it,620562429,karimbaroudibanquema,157 rue amrani oasis tanger maroc,2024-02-16,8063.01
371,zerouali,abdelhak,conseiller,relations clients,678543887,abdelhakzeroualibanquema,165 rue maaroufi gueliz rabat maroc,2022-03-17,24038.06
372,amrani,ikram,conseiller,finances,656339922,ikramamranibanquema,128 rue zerouali sidi marouf rabat maroc,2011-03-03,22602.92
373,maaroufi,karim,conseiller,finances,673142210,karimmaaroufibanquema,36 rue bennis belvdre ttouan maroc,2011-08-25,21992.17
374,sekkat,salma,analyste,risques,662657892,salmasekkatbanquema,63 rue fadili yacoub el mansour tanger maroc,2015-09-28,8515.62
375,elmansouri,omar,conseiller,conformit,667791909,omarelmansouribanquema,126 rue elkhatib oasis agadir maroc,2012-03-11,14673.45
376,sekkat,youssef,guichetier,finances,668059269,youssefsekkatbanquema,187 rue fadili tachfine temara maroc,2016-01-16,7417.01
377,sekkat,mohamed,directeur,risques,615574806,mohamedsekkatbanquema,38 rue bakkali oasis kenitra maroc,2013-12-15,5423.11
378,bennis,hiba,analyste,it,697527547,hibabennisbanquema,184 rue hariri ain sebaa oujda maroc,2024-12-25,15580.21
379,fadili,youssef,conseiller,it,666701381,yousseffadilibanquema,111 rue lahlou hay riad agadir maroc,2022-07-18,5092.85
380,chraibi,ikram,analyste,conformit,648188914,ikramchraibibanquema,23 rue amrani agdal casablanca maroc,2013-06-02,6497.22
381,bennani,ibrahim,gestionnaire,it,678913320,ibrahimbennanibanquema,249 rue zerouali gueliz ttouan maroc,2025-04-01,18488.97
382,elidrissi,othmane,charg de clientle,agence,662444122,othmaneelidrissibanquema,144 rue naciri maarif marrakech maroc,2016-03-17,14032.72
383,maaroufi,hiba,charg de clientle,it,673502724,hibamaaroufibanquema,209 rue elmansouri agdal temara maroc,2023-11-18,23080.34
384,amrani,ilham,conseiller,finances,689978266,ilhamamranibanquema,216 rue alaoui bourgogne tanger maroc,2021-06-11,20320.47
385,hariri,ikram,gestionnaire,risques,684733013,ikramhariribanquema,205 rue chraibi mdina oujda maroc,2021-12-25,13885.03
386,zahiri,ilham,guichetier,agence,675535180,ilhamzahiribanquema,246 rue chakiri maarif casablanca maroc,2021-12-25,22824.06
387,elidrissi,siham,analyste,risques,635924882,sihamelidrissibanquema,80 rue baroudi yacoub el mansour agadir maroc,2020-04-23,13144.33
388,jebari,fatima,gestionnaire,risques,613862559,fatimajebaribanquema,115 rue tahiri ain sebaa kenitra maroc,2014-09-21,5292.64
389,elalami,othmane,gestionnaire,conformit,690317906,othmaneelalamibanquema,267 rue chraibi bourgogne kenitra maroc,2017-10-17,29704.79
390,moutawakil,rachid,guichetier,relations clients,683635162,rachidmoutawakilbanquema,146 rue bennis mdina agadir maroc,2021-01-31,15997.72
391,amrani,zineb,analyste,relations clients,614740382,zinebamranibanquema,135 rue ouzzani yacoub el mansour oujda maroc,2020-10-23,17698.24
392,tahiri,nadia,directeur,relations clients,685321208,nadiatahiribanquema,36 rue sekkat mdina kenitra maroc,2016-02-01,27223.6
393,amrani,abdelaziz,charg de clientle,it,657123077,abdelazizamranibanquema,221 rue bennani mdina agadir maroc,2010-11-06,24685.74
394,zerouali,ayoub,gestionnaire,agence,621999712,ayoubzeroualibanquema,128 rue alaoui belvdre marrakech maroc,2017-10-04,27818.73
395,baroudi,bouchra,guichetier,finances,614344952,bouchrabaroudibanquema,76 rue elkhatib sidi moumen marrakech maroc,2015-02-10,17760.66
396,moutawakil,abdelaziz,charg de clientle,relations clients,673045482,abdelazizmoutawakilbanquema,110 rue maaroufi tabriquet tanger maroc,2011-01-19,16534.89
397,maaroufi,fatima,analyste,agence,684787394,fatimamaaroufibanquema,194 rue bensaid agdal marrakech maroc,2024-07-03,19389.47
398,zahiri,nadia,charg de clientle,risques,674489808,nadiazahiribanquema,145 rue elidrissi mdina rabat maroc,2018-09-06,4328.0
399,fassi,laila,directeur,finances,660324737,lailafassibanquema,30 rue chakiri tachfine agadir maroc,2012-01-02,12352.5
400,hariri,amina,charg de clientle,it,614895996,aminahariribanquema,17 rue elmansouri belvdre tanger maroc,2023-04-27,19239.88
401,elidrissi,ibrahim,analyste,risques,694704459,ibrahimelidrissibanquema,254 rue elalami sidi marouf ttouan maroc,2017-11-03,17531.14
402,bensaid,omar,conseiller,risques,638797100,omarbensaidbanquema,50 rue elalami oasis agadir maroc,2022-04-14,24756.68
403,chraibi,soukaina,conseiller,agence,617977764,soukainachraibibanquema,113 rue chraibi ain sebaa marrakech maroc,2013-07-23,19086.84
404,jebari,mehdi,conseiller,relations clients,640336616,mehdijebaribanquema,158 rue bennis gueliz tanger maroc,2024-09-02,21982.69
405,lahlou,tarik,analyste,finances,696411788,tariklahloubanquema,291 rue ouzzani yacoub el mansour rabat maroc,2012-07-02,29749.61
406,rguig,samira,directeur,agence,636125671,samirarguigbanquema,255 rue lahlou ain sebaa fes maroc,2018-03-12,17568.59
407,naciri,samira,directeur,conformit,670712265,samiranaciribanquema,173 rue chakiri gueliz fes maroc,2020-06-04,14509.73
408,elkhatib,saad,directeur,agence,640125806,saadelkhatibbanquema,20 rue chakiri hay riad fes maroc,2019-09-04,13679.29
409,tahiri,reda,conseiller,conformit,658241304,redatahiribanquema,53 rue zahiri sidi marouf kenitra maroc,2011-02-23,13593.03
410,ouzzani,hassan,guichetier,it,694427432,hassanouzzanibanquema,265 rue sekkat agdal agadir maroc,2016-04-28,26946.6
411,elkhatib,yassine,charg de clientle,it,615831024,yassineelkhatibbanquema,207 rue rguig oasis rabat maroc,2022-05-10,24826.99
412,sekkat,imane,gestionnaire,finances,680760176,imanesekkatbanquema,66 rue bensaid sidi moumen marrakech maroc,2022-12-12,24054.43
413,bensaid,malak,analyste,agence,635998100,malakbensaidbanquema,286 rue elalami sidi moumen casablanca maroc,2020-05-04,12486.01
414,bensaid,ayoub,directeur,finances,647829025,ayoubbensaidbanquema,283 rue naciri mdina ttouan maroc,2021-10-09,8037.61
415,chakiri,saad,gestionnaire,it,643696985,saadchakiribanquema,285 rue chakiri mabella agadir maroc,2016-07-14,25746.2
416,touil,youssef,conseiller,finances,672011758,yousseftouilbanquema,237 rue maaroufi sidi marouf marrakech maroc,2021-04-05,13541.77
417,maaroufi,youssef,analyste,conformit,630468147,youssefmaaroufibanquema,273 rue bennani bourgogne rabat maroc,2010-10-13,13896.86
418,ouzzani,siham,charg de clientle,it,643357989,sihamouzzanibanquema,63 rue bennis tabriquet agadir maroc,2014-03-24,14627.87
419,elalami,khadija,gestionnaire,it,622417137,khadijaelalamibanquema,233 rue alaoui belvdre casablanca maroc,2021-08-23,25666.12
