id_compte,id_client,numero_compte,type_compte,solde,statut,created_at,usage_compte,categorie_client,portee_compte,description_compte
164,164,ma933863537204792485064917,epargne,443331.74,suspendu,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut suspendu, porté à l'national."
165,165,ma165734304361426754892856,epargne,283444.95,suspendu,1970-01-01,professionnel,premium,international,"Compte de type epargne, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
166,166,ma128786348874532367931914,salaire,6229.55,actif,1970-01-01,professionnel,entreprise,national,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut actif, porté à l'national."
167,167,ma349461480067250318765115,investissement,473400.2,suspendu,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
168,168,ma653537488123753401411612,investissement,300926.4,actif,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut actif, porté à l'international."
169,169,ma680491212448321706314342,salaire,397511.84,ferme,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut ferme, porté à l'national."
170,170,ma400440973805460947460480,courant,308204.34,actif,1970-01-01,professionnel,premium,national,"Compte de type courant, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
171,171,ma848643237024594641114120,courant,428590.13,suspendu,1970-01-01,joint,entreprise,international,"Compte de type courant, utilisé à titre joint, client entreprise, statut suspendu, porté à l'international."
172,172,ma466831952824743336275391,investissement,190741.39,ferme,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut ferme, porté à l'international."
173,173,ma217545595257177838305516,courant,184056.48,ferme,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut ferme, porté à l'international."
174,174,ma611583017337509964632221,salaire,38095.95,suspendu,1970-01-01,joint,premium,national,"Compte de type salaire, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
175,175,ma459601242079086312163383,courant,449265.92,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
176,176,ma652392597720143731064875,epargne,60206.49,ferme,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
177,177,ma924291881329723930303404,courant,440151.27,suspendu,1970-01-01,professionnel,particulier,national,"Compte de type courant, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'national."
178,178,ma236100342376717544938498,courant,362418.27,suspendu,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
179,179,ma800918839756527787224234,salaire,135069.91,ferme,1970-01-01,personnel,entreprise,international,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
180,180,ma176507497037967783879235,epargne,107777.01,suspendu,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
181,181,ma136144133903277184166847,courant,248736.85,suspendu,1970-01-01,personnel,premium,national,"Compte de type courant, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
182,182,ma176178718597539128789764,salaire,354965.38,ferme,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut ferme, porté à l'international."
183,183,ma911472722140529842503894,salaire,481596.64,actif,1970-01-01,joint,entreprise,national,"Compte de type salaire, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
184,184,ma641590681521978775244990,courant,497918.94,actif,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut actif, porté à l'international."
185,185,ma775712266108482672147504,investissement,395992.29,ferme,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
186,186,ma157180157070912183890697,salaire,182049.2,ferme,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
187,187,ma298146524021846550258235,salaire,329317.74,suspendu,1970-01-01,professionnel,entreprise,international,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'international."
188,188,ma753744327828043515569872,epargne,160389.58,ferme,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut ferme, porté à l'national."
189,189,ma310300390295590553457906,investissement,186086.35,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type investissement, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
190,190,ma278477643654858852443341,investissement,337871.56,suspendu,1970-01-01,joint,premium,international,"Compte de type investissement, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
191,191,ma621913017782617595871977,courant,301095.84,actif,1970-01-01,joint,particulier,national,"Compte de type courant, utilisé à titre joint, client particulier, statut actif, porté à l'national."
192,192,ma533607777508703509587394,investissement,225411.83,ferme,1970-01-01,joint,premium,international,"Compte de type investissement, utilisé à titre joint, client premium, statut ferme, porté à l'international."
193,193,ma298610196712400464309259,courant,171759.71,ferme,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
194,194,ma513033645583304893794169,epargne,425556.37,ferme,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut ferme, porté à l'national."
195,195,ma198826519373212544304774,investissement,440367.47,ferme,1970-01-01,joint,premium,national,"Compte de type investissement, utilisé à titre joint, client premium, statut ferme, porté à l'national."
196,196,ma728112410074974175583946,courant,287753.52,suspendu,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'international."
197,197,ma903494985602358906174645,epargne,369868.65,ferme,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
198,198,ma504865223133316848443089,investissement,58504.83,ferme,1970-01-01,professionnel,particulier,national,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
199,199,ma551332740957241889444217,investissement,261584.36,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type investissement, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
200,200,ma524488672009942302265493,investissement,343916.08,actif,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut actif, porté à l'international."
201,201,ma878427520996500067778547,investissement,77892.81,ferme,1970-01-01,personnel,entreprise,international,"Compte de type investissement, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
202,202,ma327683611639278497305609,courant,446597.11,ferme,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut ferme, porté à l'international."
203,203,ma698654173999171652586950,epargne,457926.06,ferme,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
204,204,ma392349655038952023421640,investissement,151463.66,actif,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
205,205,ma216761216851387248170873,epargne,11801.63,actif,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut actif, porté à l'international."
206,206,ma350342997273772134269271,epargne,413836.92,ferme,1970-01-01,joint,particulier,international,"Compte de type epargne, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
207,207,ma406383208655114165491228,investissement,475508.78,suspendu,1970-01-01,joint,premium,international,"Compte de type investissement, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
208,208,ma899802077778446272122220,investissement,5333.7,ferme,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
209,209,ma568756544018570754583540,salaire,104263.78,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
210,210,ma843249483207239240712859,courant,339574.76,actif,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
211,211,ma524926645904860004723075,courant,127928.3,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
212,212,ma563931884107638238475468,courant,211379.7,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
213,213,ma524402039022037217280409,investissement,497319.43,suspendu,1970-01-01,professionnel,premium,international,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
214,214,ma689298999374310539682122,courant,237462.15,ferme,1970-01-01,personnel,entreprise,international,"Compte de type courant, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
215,215,ma396643621877610143843147,courant,227370.36,ferme,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut ferme, porté à l'international."
216,216,ma829720754717720288605817,investissement,17219.36,suspendu,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
217,217,ma951128660958022483894728,investissement,108316.85,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
218,218,ma926691025553126788621275,epargne,296734.86,ferme,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
219,219,ma183535055451723640112324,epargne,231616.83,ferme,1970-01-01,joint,particulier,international,"Compte de type epargne, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
220,220,ma890286844098709805565243,courant,126639.49,actif,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut actif, porté à l'international."
221,221,ma693699543370996910019087,epargne,451135.76,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
222,222,ma148130557425577971848608,salaire,300580.12,suspendu,1970-01-01,professionnel,particulier,national,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'national."
223,223,ma287136441243325837844967,courant,99601.58,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type courant, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
224,224,ma568215363087041954923146,epargne,386242.71,actif,1970-01-01,professionnel,particulier,national,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
225,225,ma370100596537843712655440,salaire,432789.52,ferme,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut ferme, porté à l'national."
226,226,ma376525794385372319659199,investissement,404218.83,actif,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
227,227,ma268274232699098337534034,epargne,370191.18,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
228,228,ma629624905886073260981913,investissement,183369.49,ferme,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut ferme, porté à l'national."
229,229,ma956408919217934074822057,salaire,317434.26,actif,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut actif, porté à l'national."
230,230,ma140536234177917063199546,salaire,218173.75,ferme,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
231,231,ma178787278737166969662290,courant,131424.65,ferme,1970-01-01,professionnel,particulier,national,"Compte de type courant, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
232,232,ma585176571178137978566397,epargne,453312.79,actif,1970-01-01,professionnel,premium,national,"Compte de type epargne, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
233,233,ma295831079824188457521568,courant,285231.79,ferme,1970-01-01,joint,entreprise,national,"Compte de type courant, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
234,234,ma897719229855048846471415,salaire,278706.37,suspendu,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
235,235,ma803728261726903013004569,investissement,57969.12,actif,1970-01-01,personnel,entreprise,international,"Compte de type investissement, utilisé à titre personnel, client entreprise, statut actif, porté à l'international."
236,236,ma278180835500897514856402,salaire,66650.75,ferme,1970-01-01,professionnel,entreprise,national,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'national."
237,237,ma549547359562121836072452,courant,255122.5,actif,1970-01-01,personnel,premium,national,"Compte de type courant, utilisé à titre personnel, client premium, statut actif, porté à l'national."
238,238,ma905044034602375206230625,salaire,292807.15,actif,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut actif, porté à l'national."
239,239,ma680756271932485088153419,epargne,94374.07,suspendu,1970-01-01,personnel,premium,national,"Compte de type epargne, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
240,240,ma358853543932398140408411,courant,86250.36,ferme,1970-01-01,joint,entreprise,national,"Compte de type courant, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
241,241,ma754520493137475729245941,courant,73098.89,actif,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
242,242,ma275788429680925386458478,courant,238870.31,actif,1970-01-01,professionnel,particulier,international,"Compte de type courant, utilisé à titre professionnel, client particulier, statut actif, porté à l'international."
243,243,ma398674272079751679029542,investissement,419893.49,suspendu,1970-01-01,professionnel,entreprise,international,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'international."
244,244,ma172134265927556008059391,investissement,21502.31,suspendu,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
245,245,ma133451226622812013166523,epargne,335844.41,suspendu,1970-01-01,professionnel,particulier,national,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'national."
246,246,ma833137247589726455195963,epargne,374316.82,actif,1970-01-01,professionnel,premium,national,"Compte de type epargne, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
247,247,ma290142311204360986812187,epargne,299509.48,suspendu,1970-01-01,professionnel,premium,international,"Compte de type epargne, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
248,248,ma190735348517035227489237,investissement,299930.9,suspendu,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
249,249,ma202574258340157030351724,epargne,386470.39,actif,1970-01-01,joint,entreprise,international,"Compte de type epargne, utilisé à titre joint, client entreprise, statut actif, porté à l'international."
250,250,ma575433051943622971813855,salaire,232280.32,suspendu,1970-01-01,joint,entreprise,national,"Compte de type salaire, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
251,251,ma747127209569225280714955,salaire,459667.43,suspendu,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut suspendu, porté à l'national."
252,252,ma566766963388426369219245,epargne,234690.58,actif,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut actif, porté à l'international."
253,253,ma725003963263440512364271,courant,125833.89,suspendu,1970-01-01,personnel,premium,national,"Compte de type courant, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
254,254,ma720799243681045530832285,epargne,156560.16,suspendu,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
255,255,ma784267941093582267443754,epargne,174289.18,suspendu,1970-01-01,personnel,premium,international,"Compte de type epargne, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
256,256,ma504995051520470300809940,investissement,139297.14,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
257,257,ma896819463764678847582037,epargne,384168.61,actif,1970-01-01,personnel,particulier,international,"Compte de type epargne, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
258,258,ma932146827479818732299252,salaire,95023.53,ferme,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
259,259,ma756182278983792087165030,salaire,102272.02,suspendu,1970-01-01,joint,entreprise,international,"Compte de type salaire, utilisé à titre joint, client entreprise, statut suspendu, porté à l'international."
260,260,ma309638394039191837966612,courant,362310.12,suspendu,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
261,261,ma348703560448020296957020,salaire,91579.76,ferme,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
262,262,ma553337902825767325169765,epargne,195845.54,ferme,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
263,263,ma786900163620800186761151,investissement,268727.44,actif,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
264,264,ma187098257199274021729347,salaire,62258.42,suspendu,1970-01-01,professionnel,premium,international,"Compte de type salaire, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
265,265,ma180446311172305586287691,epargne,406004.99,suspendu,1970-01-01,joint,particulier,international,"Compte de type epargne, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
266,266,ma649777445792876813659337,salaire,255583.65,suspendu,1970-01-01,personnel,premium,international,"Compte de type salaire, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
267,267,ma161635473272496331824618,investissement,314074.96,suspendu,1970-01-01,professionnel,premium,international,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
268,268,ma675890896946030545451808,investissement,193473.0,actif,1970-01-01,joint,premium,international,"Compte de type investissement, utilisé à titre joint, client premium, statut actif, porté à l'international."
269,269,ma248591864306393864809521,salaire,380074.2,actif,1970-01-01,joint,entreprise,national,"Compte de type salaire, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
270,270,ma184962884074637854064264,salaire,53775.44,ferme,1970-01-01,personnel,premium,national,"Compte de type salaire, utilisé à titre personnel, client premium, statut ferme, porté à l'national."
271,271,ma998262832958092679596466,investissement,102486.13,ferme,1970-01-01,joint,premium,national,"Compte de type investissement, utilisé à titre joint, client premium, statut ferme, porté à l'national."
272,272,ma111899254516515703787199,courant,168836.07,ferme,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
273,273,ma443557274583011188661800,investissement,120378.1,actif,1970-01-01,professionnel,particulier,national,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
274,274,ma789827130221749242277975,salaire,463929.38,suspendu,1970-01-01,personnel,entreprise,international,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'international."
275,275,ma283401889696284157973081,courant,276877.44,suspendu,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
276,276,ma307732840942244731646763,investissement,101610.45,ferme,1970-01-01,joint,particulier,national,"Compte de type investissement, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
277,277,ma293911333883776138148916,courant,285641.58,ferme,1970-01-01,joint,entreprise,national,"Compte de type courant, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
278,278,ma426082616962271838619606,investissement,62325.41,actif,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut actif, porté à l'national."
279,279,ma367134797728800303675641,epargne,229780.33,actif,1970-01-01,professionnel,premium,national,"Compte de type epargne, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
280,280,ma229814893370891924164325,courant,119423.43,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
281,281,ma567493060476880982311526,investissement,106733.24,actif,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
282,282,ma593876191665601357773986,investissement,221291.65,ferme,1970-01-01,personnel,entreprise,national,"Compte de type investissement, utilisé à titre personnel, client entreprise, statut ferme, porté à l'national."
283,283,ma559596029715915570682800,courant,270655.25,suspendu,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
284,284,ma913997295451737835131278,investissement,218353.31,ferme,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut ferme, porté à l'national."
285,285,ma125038173035705791429655,investissement,253804.29,suspendu,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
286,286,ma833284680630037413987450,epargne,186511.88,ferme,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
287,287,ma556569520086888890564669,epargne,394045.57,actif,1970-01-01,professionnel,particulier,national,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
288,288,ma527066368234831057921851,investissement,137107.18,ferme,1970-01-01,joint,entreprise,international,"Compte de type investissement, utilisé à titre joint, client entreprise, statut ferme, porté à l'international."
289,289,ma379134258104552315809080,investissement,300237.8,suspendu,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
290,290,ma929901016944921166052831,epargne,322756.35,actif,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
291,291,ma791095993360514582962674,salaire,179792.31,actif,1970-01-01,personnel,entreprise,international,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut actif, porté à l'international."
292,292,ma975472075158263811761035,investissement,454598.56,actif,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
293,293,ma520977849055847032224410,epargne,134597.36,suspendu,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
294,294,ma303747204691146987077072,epargne,426830.79,ferme,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut ferme, porté à l'national."
295,295,ma741865511585453781106015,epargne,422958.98,suspendu,1970-01-01,personnel,particulier,international,"Compte de type epargne, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
296,296,ma954823780075322476870453,epargne,46233.77,ferme,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
297,297,ma402693547043047231315987,courant,262650.67,suspendu,1970-01-01,personnel,entreprise,international,"Compte de type courant, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'international."
298,298,ma454401596250271116061331,epargne,429257.2,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
299,299,ma324901153535382527831370,epargne,204761.72,actif,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut actif, porté à l'national."
300,300,ma380244167821154754495152,courant,310491.28,ferme,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut ferme, porté à l'international."
301,301,ma312704629958483789658173,salaire,273991.88,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
302,302,ma385595589441079767309273,courant,403873.98,actif,1970-01-01,joint,premium,national,"Compte de type courant, utilisé à titre joint, client premium, statut actif, porté à l'national."
303,303,ma193150754669543876345456,courant,386429.51,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
304,304,ma316081159784783609980632,courant,389540.71,ferme,1970-01-01,joint,entreprise,international,"Compte de type courant, utilisé à titre joint, client entreprise, statut ferme, porté à l'international."
305,305,ma974308687685653402991945,epargne,76401.67,actif,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut actif, porté à l'international."
306,306,ma110584500251388140499228,salaire,427710.89,suspendu,1970-01-01,joint,premium,national,"Compte de type salaire, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
307,307,ma125047234551372549723488,courant,196933.15,actif,1970-01-01,personnel,particulier,international,"Compte de type courant, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
308,308,ma288479036958006126333337,epargne,121000.69,ferme,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
309,309,ma793751924599656415452793,salaire,231229.49,suspendu,1970-01-01,personnel,particulier,national,"Compte de type salaire, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
310,310,ma232829658377870372130180,epargne,81085.35,ferme,1970-01-01,personnel,particulier,international,"Compte de type epargne, utilisé à titre personnel, client particulier, statut ferme, porté à l'international."
311,311,ma181074220013161172946429,investissement,67995.33,suspendu,1970-01-01,joint,premium,international,"Compte de type investissement, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
312,312,ma754592864989386303853609,investissement,444401.91,suspendu,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
313,313,ma968446469978046809189433,investissement,375828.05,ferme,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
314,314,ma301759560271332017354812,investissement,63163.61,actif,1970-01-01,joint,particulier,international,"Compte de type investissement, utilisé à titre joint, client particulier, statut actif, porté à l'international."
315,315,ma825105970355248450433245,salaire,420980.91,actif,1970-01-01,personnel,premium,international,"Compte de type salaire, utilisé à titre personnel, client premium, statut actif, porté à l'international."
316,316,ma598576830984301997305371,investissement,188003.31,suspendu,1970-01-01,professionnel,premium,international,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
317,317,ma689010340607928703957576,epargne,375168.17,actif,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut actif, porté à l'international."
318,318,ma871844516343962285335380,epargne,224997.72,ferme,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut ferme, porté à l'national."
319,319,ma395579491858787888663505,epargne,8238.2,actif,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut actif, porté à l'international."
320,320,ma405762881622771800375483,investissement,199649.63,ferme,1970-01-01,joint,premium,national,"Compte de type investissement, utilisé à titre joint, client premium, statut ferme, porté à l'national."
321,321,ma257654421217694986975481,investissement,479811.2,actif,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
322,322,ma222448062089961118665210,salaire,187049.12,suspendu,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
323,323,ma567328142941351519984029,investissement,39107.83,suspendu,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
324,324,ma719659726694899344637562,investissement,20310.18,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
325,325,ma500706676922307608866630,epargne,155205.37,ferme,1970-01-01,personnel,particulier,international,"Compte de type epargne, utilisé à titre personnel, client particulier, statut ferme, porté à l'international."
326,326,ma999834868015445931129302,salaire,29990.49,ferme,1970-01-01,joint,premium,international,"Compte de type salaire, utilisé à titre joint, client premium, statut ferme, porté à l'international."
327,327,ma729967944008432399175963,salaire,12118.72,suspendu,1970-01-01,personnel,particulier,national,"Compte de type salaire, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
